2018-11-15 16:32:25,181 DEBUG (0.002) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-16 15:16:53,047 DEBUG (0.001) SELECT `log`.`id`, `log`.`query_time`, `log`.`logname`, `log`.`loglevel`, `log`.`count` FROM `log` ORDER BY `log`.`query_time` DESC LIMIT 4; args=()
2018-11-16 15:16:58,487 DEBUG (0.001) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-16 15:16:58,488 DEBUG (0.001) SELECT VERSION(); args=None
2018-11-16 15:16:58,504 DEBUG (0.003) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'dm3neianqfku0beusrgj7br2c9p2zez3' AND `django_session`.`expire_date` > '2018-11-16 07:16:58.479579'); args=('dm3neianqfku0beusrgj7br2c9p2zez3', '2018-11-16 07:16:58.479579')
2018-11-16 15:16:58,507 DEBUG (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 3; args=(3,)
2018-11-16 15:16:58,513 DEBUG (0.003) SELECT `assets`.`id`, `assets`.`hostname`, `assets`.`cpu_num`, `assets`.`cpu_model`, `assets`.`mem_total`, `assets`.`disk`, `assets`.`public_ip`, `assets`.`private_ip`, `assets`.`remote_ip`, `assets`.`status`, `assets`.`os_system`, `assets`.`service_line`, `assets`.`frame`, `assets`.`op`, `assets`.`remark`, `assets`.`create_time`, `assets`.`update_time` FROM `assets`; args=()
2018-11-16 15:17:19,283 DEBUG (0.002) INSERT INTO `log` (`query_time`, `logname`, `loglevel`, `count`) VALUES ('2018-11-16 07:17:19.280663', 'django.log', 'DEBUG', 0); args=['2018-11-16 07:17:19.280663', 'django.log', 'DEBUG', 0]
2018-11-16 15:17:19,387 DEBUG (0.001) INSERT INTO `log` (`query_time`, `logname`, `loglevel`, `count`) VALUES ('2018-11-16 07:17:19.385899', 'django.log', 'INFO', 0); args=['2018-11-16 07:17:19.385899', 'django.log', 'INFO', 0]
2018-11-16 15:17:19,393 DEBUG (0.001) INSERT INTO `log` (`query_time`, `logname`, `loglevel`, `count`) VALUES ('2018-11-16 07:17:19.391879', 'django.log', 'WARNING', 0); args=['2018-11-16 07:17:19.391879', 'django.log', 'WARNING', 0]
2018-11-16 15:17:19,398 DEBUG (0.001) INSERT INTO `log` (`query_time`, `logname`, `loglevel`, `count`) VALUES ('2018-11-16 07:17:19.397045', 'django.log', 'ERROR', 0); args=['2018-11-16 07:17:19.397045', 'django.log', 'ERROR', 0]
2018-11-16 15:20:14,071 DEBUG (0.001) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-16 15:20:14,073 DEBUG (0.001) SELECT `log`.`id`, `log`.`query_time`, `log`.`logname`, `log`.`loglevel`, `log`.`count` FROM `log` ORDER BY `log`.`query_time` DESC LIMIT 4; args=()
2018-11-16 15:24:39,994 DEBUG (0.001) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-16 15:24:39,995 DEBUG (0.001) SELECT VERSION(); args=None
2018-11-16 15:24:40,035 DEBUG (0.001) INSERT INTO `log` (`query_time`, `logname`, `loglevel`, `count`) VALUES ('2018-11-16 07:24:40.033335', 'django.log', 'DEBUG', 1); args=['2018-11-16 07:24:40.033335', 'django.log', 'DEBUG', 1]
2018-11-16 15:24:40,128 DEBUG (0.001) INSERT INTO `log` (`query_time`, `logname`, `loglevel`, `count`) VALUES ('2018-11-16 07:24:40.128029', 'django.log', 'INFO', 9); args=['2018-11-16 07:24:40.128029', 'django.log', 'INFO', 9]
2018-11-16 15:24:40,133 DEBUG (0.001) INSERT INTO `log` (`query_time`, `logname`, `loglevel`, `count`) VALUES ('2018-11-16 07:24:40.132863', 'django.log', 'WARNING', 6); args=['2018-11-16 07:24:40.132863', 'django.log', 'WARNING', 6]
2018-11-16 15:24:40,171 DEBUG (0.001) INSERT INTO `log` (`query_time`, `logname`, `loglevel`, `count`) VALUES ('2018-11-16 07:24:40.170422', 'django.log', 'ERROR', 0); args=['2018-11-16 07:24:40.170422', 'django.log', 'ERROR', 0]
2018-11-16 15:33:38,616 DEBUG (0.001) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-16 15:33:38,617 DEBUG (0.001) SELECT VERSION(); args=None
2018-11-16 15:33:38,679 DEBUG (0.001) INSERT INTO `log` (`query_time`, `logname`, `loglevel`, `count`) VALUES ('2018-11-16 07:33:38.677247', 'django.log', 'DEBUG', 1); args=['2018-11-16 07:33:38.677247', 'django.log', 'DEBUG', 1]
2018-11-16 15:33:38,727 DEBUG (0.001) INSERT INTO `log` (`query_time`, `logname`, `loglevel`, `count`) VALUES ('2018-11-16 07:33:38.726301', 'django.log', 'INFO', 9); args=['2018-11-16 07:33:38.726301', 'django.log', 'INFO', 9]
2018-11-16 15:33:38,767 DEBUG (0.001) INSERT INTO `log` (`query_time`, `logname`, `loglevel`, `count`) VALUES ('2018-11-16 07:33:38.766291', 'django.log', 'WARNING', 6); args=['2018-11-16 07:33:38.766291', 'django.log', 'WARNING', 6]
2018-11-16 15:33:38,771 DEBUG (0.001) INSERT INTO `log` (`query_time`, `logname`, `loglevel`, `count`) VALUES ('2018-11-16 07:33:38.770910', 'django.log', 'ERROR', 0); args=['2018-11-16 07:33:38.770910', 'django.log', 'ERROR', 0]
2018-11-16 16:07:07,616 DEBUG (0.001) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-16 16:07:07,618 DEBUG (0.000) SELECT VERSION(); args=None
2018-11-16 16:07:07,685 DEBUG (0.001) INSERT INTO `log` (`query_time`, `logname`, `loglevel`, `count`) VALUES ('2018-11-16 08:07:07.683573', 'django.log', 'DEBUG', 2); args=['2018-11-16 08:07:07.683573', 'django.log', 'DEBUG', 2]
2018-11-16 16:07:07,739 DEBUG (0.001) INSERT INTO `log` (`query_time`, `logname`, `loglevel`, `count`) VALUES ('2018-11-16 08:07:07.738201', 'django.log', 'INFO', 40); args=['2018-11-16 08:07:07.738201', 'django.log', 'INFO', 40]
2018-11-16 16:07:07,760 DEBUG (0.001) INSERT INTO `log` (`query_time`, `logname`, `loglevel`, `count`) VALUES ('2018-11-16 08:07:07.759941', 'django.log', 'WARNING', 35); args=['2018-11-16 08:07:07.759941', 'django.log', 'WARNING', 35]
2018-11-16 16:07:07,766 DEBUG (0.001) INSERT INTO `log` (`query_time`, `logname`, `loglevel`, `count`) VALUES ('2018-11-16 08:07:07.765283', 'django.log', 'ERROR', 1); args=['2018-11-16 08:07:07.765283', 'django.log', 'ERROR', 1]
2018-11-16 16:07:14,289 DEBUG (0.001) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-16 16:07:14,291 DEBUG (0.001) SELECT `log`.`id`, `log`.`query_time`, `log`.`logname`, `log`.`loglevel`, `log`.`count` FROM `log` ORDER BY `log`.`query_time` DESC LIMIT 4; args=()
2018-11-16 16:07:17,436 DEBUG (0.001) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-16 16:07:17,437 DEBUG (0.000) SELECT VERSION(); args=None
2018-11-16 16:07:17,444 DEBUG (0.003) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'dm3neianqfku0beusrgj7br2c9p2zez3' AND `django_session`.`expire_date` > '2018-11-16 08:07:17.432784'); args=('dm3neianqfku0beusrgj7br2c9p2zez3', '2018-11-16 08:07:17.432784')
2018-11-16 16:07:17,451 DEBUG (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 3; args=(3,)
2018-11-16 16:07:17,464 DEBUG (0.010) SELECT `user`.`id`, `user`.`username`, `user`.`sex`, `user`.`age`, `user`.`city`, `user`.`create_time`, `user`.`update_time` FROM `user`; args=()
2018-11-16 16:07:21,389 DEBUG (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-16 16:07:21,391 DEBUG (0.001) SELECT VERSION(); args=None
2018-11-16 16:07:21,395 DEBUG (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'dm3neianqfku0beusrgj7br2c9p2zez3' AND `django_session`.`expire_date` > '2018-11-16 08:07:21.385183'); args=('dm3neianqfku0beusrgj7br2c9p2zez3', '2018-11-16 08:07:21.385183')
2018-11-16 16:07:21,400 DEBUG (0.002) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 3; args=(3,)
2018-11-16 16:07:21,404 DEBUG (0.002) SELECT `user`.`id`, `user`.`username`, `user`.`sex`, `user`.`age`, `user`.`city`, `user`.`create_time`, `user`.`update_time` FROM `user` WHERE `user`.`id` = 1; args=(1,)
2018-11-16 16:07:24,202 DEBUG (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-16 16:07:24,203 DEBUG (0.001) SELECT VERSION(); args=None
2018-11-16 16:07:24,208 DEBUG (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'dm3neianqfku0beusrgj7br2c9p2zez3' AND `django_session`.`expire_date` > '2018-11-16 08:07:24.197205'); args=('dm3neianqfku0beusrgj7br2c9p2zez3', '2018-11-16 08:07:24.197205')
2018-11-16 16:07:24,210 DEBUG (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 3; args=(3,)
2018-11-16 16:07:24,215 DEBUG (0.002) SELECT `assets`.`id`, `assets`.`hostname`, `assets`.`cpu_num`, `assets`.`cpu_model`, `assets`.`mem_total`, `assets`.`disk`, `assets`.`public_ip`, `assets`.`private_ip`, `assets`.`remote_ip`, `assets`.`status`, `assets`.`os_system`, `assets`.`service_line`, `assets`.`frame`, `assets`.`op`, `assets`.`remark`, `assets`.`create_time`, `assets`.`update_time` FROM `assets`; args=()
2018-11-16 16:07:26,349 DEBUG (0.001) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-16 16:07:26,350 DEBUG (0.001) SELECT `log`.`id`, `log`.`query_time`, `log`.`logname`, `log`.`loglevel`, `log`.`count` FROM `log` ORDER BY `log`.`query_time` DESC LIMIT 4; args=()
2018-11-16 16:07:46,585 DEBUG (0.002) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-16 16:07:46,587 DEBUG (0.001) SELECT VERSION(); args=None
2018-11-16 16:07:46,593 DEBUG (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'dm3neianqfku0beusrgj7br2c9p2zez3' AND `django_session`.`expire_date` > '2018-11-16 08:07:46.579947'); args=('dm3neianqfku0beusrgj7br2c9p2zez3', '2018-11-16 08:07:46.579947')
2018-11-16 16:07:46,597 DEBUG (0.002) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 3; args=(3,)
2018-11-16 16:07:46,608 DEBUG (0.009) SELECT `user`.`id`, `user`.`username`, `user`.`sex`, `user`.`age`, `user`.`city`, `user`.`create_time`, `user`.`update_time` FROM `user`; args=()
2018-11-16 16:07:52,371 DEBUG (0.001) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-16 16:07:52,372 DEBUG (0.001) SELECT VERSION(); args=None
2018-11-16 16:07:52,380 DEBUG (0.004) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'dm3neianqfku0beusrgj7br2c9p2zez3' AND `django_session`.`expire_date` > '2018-11-16 08:07:52.366674'); args=('dm3neianqfku0beusrgj7br2c9p2zez3', '2018-11-16 08:07:52.366674')
2018-11-16 16:07:52,384 DEBUG (0.002) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 3; args=(3,)
2018-11-16 16:07:52,399 DEBUG (0.012) SELECT `user`.`id`, `user`.`username`, `user`.`sex`, `user`.`age`, `user`.`city`, `user`.`create_time`, `user`.`update_time` FROM `user`; args=()
2018-11-16 16:07:56,421 DEBUG (0.001) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-16 16:07:56,422 DEBUG (0.001) SELECT VERSION(); args=None
2018-11-16 16:07:56,426 DEBUG (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'dm3neianqfku0beusrgj7br2c9p2zez3' AND `django_session`.`expire_date` > '2018-11-16 08:07:56.415439'); args=('dm3neianqfku0beusrgj7br2c9p2zez3', '2018-11-16 08:07:56.415439')
2018-11-16 16:07:56,429 DEBUG (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 3; args=(3,)
2018-11-16 16:07:56,445 DEBUG (0.012) SELECT `user`.`id`, `user`.`username`, `user`.`sex`, `user`.`age`, `user`.`city`, `user`.`create_time`, `user`.`update_time` FROM `user`; args=()
2018-11-16 16:08:01,779 DEBUG (0.001) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-16 16:08:01,780 DEBUG (0.001) SELECT VERSION(); args=None
2018-11-16 16:08:01,783 DEBUG (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'dm3neianqfku0beusrgj7br2c9p2zez3' AND `django_session`.`expire_date` > '2018-11-16 08:08:01.770816'); args=('dm3neianqfku0beusrgj7br2c9p2zez3', '2018-11-16 08:08:01.770816')
2018-11-16 16:08:01,786 DEBUG (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 3; args=(3,)
2018-11-16 16:08:01,795 DEBUG (0.007) SELECT `user`.`id`, `user`.`username`, `user`.`sex`, `user`.`age`, `user`.`city`, `user`.`create_time`, `user`.`update_time` FROM `user`; args=()
2018-11-16 16:08:04,980 DEBUG (0.001) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-16 16:08:04,981 DEBUG (0.001) SELECT VERSION(); args=None
2018-11-16 16:08:04,986 DEBUG (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'dm3neianqfku0beusrgj7br2c9p2zez3' AND `django_session`.`expire_date` > '2018-11-16 08:08:04.975541'); args=('dm3neianqfku0beusrgj7br2c9p2zez3', '2018-11-16 08:08:04.975541')
2018-11-16 16:08:04,989 DEBUG (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 3; args=(3,)
2018-11-16 16:08:04,992 DEBUG (0.001) SELECT `user`.`id`, `user`.`username`, `user`.`sex`, `user`.`age`, `user`.`city`, `user`.`create_time`, `user`.`update_time` FROM `user` WHERE `user`.`id` = 5; args=(5,)
2018-11-16 16:08:07,830 DEBUG (0.002) INSERT INTO `log` (`query_time`, `logname`, `loglevel`, `count`) VALUES ('2018-11-16 08:08:07.827917', 'django.log', 'DEBUG', 0); args=['2018-11-16 08:08:07.827917', 'django.log', 'DEBUG', 0]
2018-11-16 16:08:07,873 DEBUG (0.001) INSERT INTO `log` (`query_time`, `logname`, `loglevel`, `count`) VALUES ('2018-11-16 08:08:07.871439', 'django.log', 'INFO', 10); args=['2018-11-16 08:08:07.871439', 'django.log', 'INFO', 10]
2018-11-16 16:08:07,878 DEBUG (0.001) INSERT INTO `log` (`query_time`, `logname`, `loglevel`, `count`) VALUES ('2018-11-16 08:08:07.877179', 'django.log', 'WARNING', 14); args=['2018-11-16 08:08:07.877179', 'django.log', 'WARNING', 14]
2018-11-16 16:08:07,940 DEBUG (0.001) INSERT INTO `log` (`query_time`, `logname`, `loglevel`, `count`) VALUES ('2018-11-16 08:08:07.939223', 'django.log', 'ERROR', 0); args=['2018-11-16 08:08:07.939223', 'django.log', 'ERROR', 0]
2018-11-16 16:08:15,057 DEBUG (0.001) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-16 16:08:15,059 DEBUG (0.001) SELECT `log`.`id`, `log`.`query_time`, `log`.`logname`, `log`.`loglevel`, `log`.`count` FROM `log` ORDER BY `log`.`query_time` DESC LIMIT 4; args=()
